product_url,product_price,product_specs,product_desc,product_pmode,product_name
http://www.flipkart.com/moto-turbo/p/itme45h87vyhb3mg,"Rs. 41,999",,,,Moto Turbo
http://www.flipkart.com/oppo-find-7-x9076/p/itme5hwpy4afhtxf?pid=MOBDYGYD8NHJ7GAR&ref=db1a9b6c-fc6f-4ebf-a58e-1e736ef86795&srno=b_1238,"Rs. 37,990",,,,OPPO Find 7 X9076
http://www.flipkart.com/gionee-v5/p/itmdw3nxgkyvsjp7?pid=MOBDW3NMADYWCQDY&ref=db1a9b6c-fc6f-4ebf-a58e-1e736ef86795&srno=b_1219,"Rs. 10,255",,,,Gionee V5
http://www.flipkart.com/videocon-x30-pro/p/itme542cpkwycyme?pid=MOBE542CBN4HKBM7&ref=db1a9b6c-fc6f-4ebf-a58e-1e736ef86795&srno=b_1237,"Rs. 2,549",,,,Videocon X30 Pro
http://www.flipkart.com/htc-526g-plus/p/itme4cgqs2dfzefm?pid=MOBE4CGQ44HNWSBB&primarySection=SELLER_TABLE&ref=db1a9b6c-fc6f-4ebf-a58e-1e736ef86795&sellersSortedBy=PRICE&srno=b_1236,"Rs. 11,588",,,,HTC 526G Plus
http://www.flipkart.com/htc-526g-plus/p/itme4cgqs2dfzefm?pid=MOBE4CGQ44HNWSBB&ref=db1a9b6c-fc6f-4ebf-a58e-1e736ef86795&srno=b_1236,"Rs. 11,588",,,,HTC 526G Plus
http://www.flipkart.com/videocon-x30-pro/p/itme542cpkwycyme?pid=MOBE542CBN4HKBM7&primarySection=SELLER_TABLE&ref=db1a9b6c-fc6f-4ebf-a58e-1e736ef86795&sellersSortedBy=PRICE&srno=b_1237,"Rs. 2,549",,,,Videocon X30 Pro
http://www.flipkart.com/forme-m22-jumbo/p/itmeyn42yqxw3uz5?pid=MOBEYN42VPQGTXXG&ref=595eb991-2c11-4138-87fb-006273135143&srno=b_1114,"Rs. 1,192",,,,Forme M22 Jumbo
http://www.flipkart.com/t-series-mobiles-t12/p/itme4kjafexhf9ym?pid=MOBE4KJA2TVMCURA&ref=db1a9b6c-fc6f-4ebf-a58e-1e736ef86795&srno=b_1235,Rs. 679,,,,T-series Mobiles T12
http://www.flipkart.com/hitech-xplay-201/p/itme4ypsuudahupy?pid=MOBE4YPSMXJVJPBF&ref=cb24cb82-64b1-419c-9fd8-065a7d172228&srno=b_1135,Rs. 999,,,,Hitech Xplay 201
http://www.flipkart.com/spice-boss-m-5007/p/itme38nzcrwsztht?pid=MOBE38NZQKYZE2B4&primarySection=SELLER_TABLE&ref=1e0e6a10-6113-4598-8986-d48cd619e04f&sellersSortedBy=PRICE&srno=b_1175,Rs. 924,,,,Spice Boss M-5007
http://www.flipkart.com/josh-feather/p/itme5fgteeafdqdf?pid=MOBDRKHWD6CKVY6Z&ref=05413d42-2600-4e92-8e85-9d7db87baf9d&srno=b_1176,"Rs. 1,449",,,,Josh Feather
http://www.flipkart.com/bsnl-champion-champion/p/itmdzchasd8aztn2?pid=MOBDZCHAKJUHADVF&ref=48e6154c-49df-433b-afe3-6a8a869b28bd&srno=b_1258,"Rs. 1,175",,,,BSNL-Champion Champion
http://www.flipkart.com/bsnl-champion-champion/p/itmdzchasd8aztn2?pid=MOBDZCHAKJUHADVF&primarySection=SELLER_TABLE&ref=48e6154c-49df-433b-afe3-6a8a869b28bd&sellersSortedBy=PRICE&srno=b_1258,"Rs. 1,175",,,,BSNL-Champion Champion
http://www.flipkart.com/forme-m660/p/itme3g9agzsgmyyk?pid=MOBDWAMX5Z6TUJSC&ref=fa3dbbed-9f93-40ff-b817-250a1fe46c17&srno=b_1093,"Rs. 1,099",,,,Forme M660
http://www.flipkart.com/moto-e-1st-gen/p/itme5hwms7mzfjr2?pid=MOBDVHC6TH4PZGSM,"Rs. 5,999",,,,Moto E (1st Gen)
http://www.flipkart.com/bq-k12/p/itmdqsvthmuwqqyq?pid=MOBDQSVTH5HWBR5B&ref=3680460b-270d-419d-b015-ffd445cb4ae2&srno=b_1089,Rs. 789,,,,BQ K12
http://www.flipkart.com/k-1100/p/itmefh68dgh2ruvc?pid=MOBEFH68HVHQE96Z&ref=3680460b-270d-419d-b015-ffd445cb4ae2&srno=b_1090,Rs. 665,,,,A & K A 1100
http://www.flipkart.com/samsung-note-4-sm-n910gzdeins-n910gzdeinu/p/itmeyfhgwxg9cphj?pid=MOBEYAW2HCYCQJRZ&ref=48e6154c-49df-433b-afe3-6a8a869b28bd&srno=b_1240,"Rs. 56,605",,,,Samsung Note-4 SM-N910GZDEINS/ N910GZDEINU
http://www.flipkart.com/micromax-canvas-doodle-3-a102-512-mb-ram/p/itmdvhxab9g4w2rh?pid=MOBDVJYPNPQGJHET&ref=d002d1c4-2d2a-4eae-9780-c484ce5c7bd1&srno=b_1197,"Rs. 7,999",,,,Micromax Canvas Doodle 3 A102 with 512 MB RAM
http://www.flipkart.com/forme-m660/p/itme3g9agzsgmyyk?pid=MOBDWAMX5Z6TUJSC&ref=3680460b-270d-419d-b015-ffd445cb4ae2&srno=b_1087,"Rs. 1,099",,,,Forme M660
http://www.flipkart.com/micromax-canvas-selfie-a255/p/itme5fzepxgcgdcw?pid=MOBE58RKCMCUQYHV&ref=3680460b-270d-419d-b015-ffd445cb4ae2&srno=b_1085,"Rs. 15,575",,,,Micromax Canvas Selfie A255
http://www.flipkart.com/sansui-sa53g/p/itme3gcx9duf6hgt?pid=MOBEFJKBFWXTV6XZ&ref=3680460b-270d-419d-b015-ffd445cb4ae2&srno=b_1086,"Rs. 4,090",,,,Sansui SA53G
http://www.flipkart.com/samsung-galaxy-core-i8262/p/itme5hwmbj3qfzzs?pid=MOBDHKWZX5SMWMPX&ref=48e6154c-49df-433b-afe3-6a8a869b28bd&srno=b_1259,"Rs. 11,799",,,,Samsung Galaxy Core I8262
http://www.flipkart.com/sansui-sa53g/p/itme3gcx9duf6hgt?pid=MOBEFJKBFWXTV6XZ&primarySection=SELLER_TABLE&ref=3680460b-270d-419d-b015-ffd445cb4ae2&sellersSortedBy=PRICE&srno=b_1086,"Rs. 4,090",,,,Sansui SA53G
http://www.flipkart.com/samsung-galaxy-a3-sm-a300hzkdins-sm-a300hzkdinu/p/itme3xz9jc7dzqmz?pid=MOBE3XZ7HGBSZNM8&primarySection=SELLER_TABLE&ref=3680460b-270d-419d-b015-ffd445cb4ae2&sellersSortedBy=PRICE&srno=b_1088,"Rs. 19,384",,,,Samsung Galaxy A3 SM-A300HZKDINS SM-A300HZKDINU
http://www.flipkart.com/samsung-galaxy-a3-sm-a300hzkdins-sm-a300hzkdinu/p/itme3xz9jc7dzqmz?pid=MOBE3XZ7HGBSZNM8&ref=3680460b-270d-419d-b015-ffd445cb4ae2&srno=b_1088,"Rs. 19,384",,,,Samsung Galaxy A3 SM-A300HZKDINS SM-A300HZKDINU
http://www.flipkart.com/apple-iphone-6-plus/p/itme5hw9xqm4emfq?pid=MOBEYHZ2RVZHCMQK&ref=3680460b-270d-419d-b015-ffd445cb4ae2&srno=b_1084,"Rs. 79,679",,,,Apple iPhone 6 Plus
http://www.flipkart.com/micromax-q324/p/itme5282ev22fdfj?pid=MOBE5282VMHGMJ2E&ref=3680460b-270d-419d-b015-ffd445cb4ae2&srno=b_1083,"Rs. 4,049",,,,Micromax Q324
http://www.flipkart.com/iball-andi-uddaan/p/itmds7tyjjykhfwj?pid=MOBDS7TYKGPGZEXZ&primarySection=SELLER_TABLE&ref=3680460b-270d-419d-b015-ffd445cb4ae2&sellersSortedBy=PRICE&srno=b_1082,"Rs. 6,100",,,,iBall Andi Uddaan
http://www.flipkart.com/micromax-q324/p/itme5282ev22fdfj?pid=MOBE5282VMHGMJ2E&primarySection=SELLER_TABLE&ref=3680460b-270d-419d-b015-ffd445cb4ae2&sellersSortedBy=PRICE&srno=b_1083,"Rs. 4,049",,,,Micromax Q324
http://www.flipkart.com/lg-g3-d855/p/itme5hvnzhpv7rze?pid=MOBDY94BSZSG8BCG&primarySection=SELLER_TABLE&ref=3680460b-270d-419d-b015-ffd445cb4ae2&sellersSortedBy=PRICE&srno=b_1081,"Rs. 38,100",,,,LG G3 D855
http://www.flipkart.com/spice-stellar-507/p/itme292zsmzhf3tv?pid=MOBE27UNTP3DPU2J&ref=3680460b-270d-419d-b015-ffd445cb4ae2&srno=b_1080,"Rs. 5,449",,,,Spice Stellar 507
http://www.flipkart.com/iball-andi-uddaan/p/itmds7tyjjykhfwj?pid=MOBDS7TYKGPGZEXZ&ref=3680460b-270d-419d-b015-ffd445cb4ae2&srno=b_1082,"Rs. 6,100",,,,iBall Andi Uddaan
http://www.flipkart.com/lg-g3-d855/p/itme5hvnzhpv7rze?pid=MOBDY94BSZSG8BCG&ref=3680460b-270d-419d-b015-ffd445cb4ae2&srno=b_1081,"Rs. 38,100",,,,LG G3 D855
http://www.flipkart.com/celkon-q5/p/itmeygk3tzgwcv7t?pid=MOBEYGK38MYQGTUG&ref=3680460b-270d-419d-b015-ffd445cb4ae2&srno=b_1078,"Rs. 5,499",,,,Celkon Q5
http://www.flipkart.com/celkon-q5/p/itmeygk3tzgwcv7t?pid=MOBEYGK38MYQGTUG&primarySection=SELLER_TABLE&ref=3680460b-270d-419d-b015-ffd445cb4ae2&sellersSortedBy=PRICE&srno=b_1078,"Rs. 5,499",,,,Celkon Q5
http://www.flipkart.com/micromax-x2050/p/itme3g5hnrh8yww7?pid=MOBE3G5HVEFTZVV8&ref=3680460b-270d-419d-b015-ffd445cb4ae2&srno=b_1076,"Rs. 1,149",,,,Micromax x2050
http://www.flipkart.com/micromax-x2050/p/itme3g5hnrh8yww7?pid=MOBE3G5HVEFTZVV8&primarySection=SELLER_TABLE&ref=3680460b-270d-419d-b015-ffd445cb4ae2&sellersSortedBy=PRICE&srno=b_1076,"Rs. 1,149",,,,Micromax x2050
http://www.flipkart.com/k-1800-p/p/itmefh68gheux6ck?pid=MOBEFH68RWMWGB8M&ref=3680460b-270d-419d-b015-ffd445cb4ae2&srno=b_1077,Rs. 695,,,,A & K A 1800 P
http://www.flipkart.com/intex-aqua-3g-mini/p/itme45ww6qhdhaaz?pid=MOBEYJXZDHHESYFN&ref=3680460b-270d-419d-b015-ffd445cb4ae2&srno=b_1079,"Rs. 3,310",,,,Intex Aqua 3G Mini
http://www.flipkart.com/gionee-p2s/p/itme3h62dsdfxkr3?pid=MOBDYFZ26UFGXDWE&primarySection=SELLER_TABLE&ref=3680460b-270d-419d-b015-ffd445cb4ae2&sellersSortedBy=PRICE&srno=b_1074,"Rs. 5,799",,,,Gionee P2S
http://www.flipkart.com/gionee-p2s/p/itme3h62dsdfxkr3?pid=MOBDYFZ26UFGXDWE&ref=3680460b-270d-419d-b015-ffd445cb4ae2&srno=b_1074,"Rs. 5,799",,,,Gionee P2S
http://www.flipkart.com/gionee-elife-e7-32-gb/p/itme5kwm4wutn6nt?pid=MOBDSZEEGZPQ5AHF&primarySection=SELLER_TABLE&ref=3680460b-270d-419d-b015-ffd445cb4ae2&sellersSortedBy=PRICE&srno=b_1072,"Rs. 25,860",,,,Gionee Elife E7 (32 GB)
http://www.flipkart.com/apple-iphone-4/p/itme3he7yfutsn3h?pid=MOBDKMDBHTTXAHEN&primarySection=SELLER_TABLE&ref=3680460b-270d-419d-b015-ffd445cb4ae2&sellersSortedBy=PRICE&srno=b_1075,"Rs. 18,150",,,,Apple iPhone 4
http://www.flipkart.com/apple-iphone-4/p/itme3he7yfutsn3h?pid=MOBDKMDBHTTXAHEN&ref=3680460b-270d-419d-b015-ffd445cb4ae2&srno=b_1075,"Rs. 18,150",,,,Apple iPhone 4
http://www.flipkart.com/blackberry-z30/p/itme3z6rkhc6gkk2?pid=MOBDPWK5TEXHTMEY&primarySection=SELLER_TABLE&ref=3680460b-270d-419d-b015-ffd445cb4ae2&sellersSortedBy=PRICE&srno=b_1071,"Rs. 27,780",,,,BlackBerry Z30
http://www.flipkart.com/spice-stellar-518/p/itmefcx2ywy2yzgv?pid=MOBEFCXFCRCCPQNT&ref=48e6154c-49df-433b-afe3-6a8a869b28bd&srno=b_1257,"Rs. 6,949",,,,Spice Stellar 518
http://www.flipkart.com/spice-stellar-518/p/itmefcx2ywy2yzgv?pid=MOBEFCXFCRCCPQNT&primarySection=SELLER_TABLE&ref=48e6154c-49df-433b-afe3-6a8a869b28bd&sellersSortedBy=PRICE&srno=b_1257,"Rs. 6,949",,,,Spice Stellar 518
http://www.flipkart.com/gionee-elife-e7-32-gb/p/itme5kwm4wutn6nt?pid=MOBDSZEEGZPQ5AHF&ref=3680460b-270d-419d-b015-ffd445cb4ae2&srno=b_1072,"Rs. 25,860",,,,Gionee Elife E7 (32 GB)
http://www.flipkart.com/xolo-q2100/p/itme3gdqfxfhv8s3?pid=MOBEFG7BB2MZDRYY&primarySection=SELLER_TABLE&ref=48e6154c-49df-433b-afe3-6a8a869b28bd&sellersSortedBy=PRICE&srno=b_1256,"Rs. 11,698",,,,XOLO Q2100
http://www.flipkart.com/apple-iphone-4/p/itme3he7yfutsn3h?pid=MOBDKMJEWQPUEWFW&ref=3680460b-270d-419d-b015-ffd445cb4ae2&srno=b_1073,"Rs. 18,500",,,,Apple iPhone 4
http://www.flipkart.com/blackberry-z30/p/itme3z6rkhc6gkk2?pid=MOBDPWK5TEXHTMEY&ref=3680460b-270d-419d-b015-ffd445cb4ae2&srno=b_1071,"Rs. 27,780",,,,BlackBerry Z30
http://www.flipkart.com/spice-buddy-n-300/p/itme3h7whkcjmg74?pid=MOBDXHHHJZWQWZB6&ref=48e6154c-49df-433b-afe3-6a8a869b28bd&srno=b_1255,"Rs. 2,499",,,,Spice Buddy N-300
http://www.flipkart.com/xolo-q2100/p/itme3gdqfxfhv8s3?pid=MOBEFG7BB2MZDRYY&ref=48e6154c-49df-433b-afe3-6a8a869b28bd&srno=b_1256,"Rs. 11,698",,,,XOLO Q2100
http://www.flipkart.com/micromax-x245/p/itme45x8ztgtzhsz?pid=MOBEF2SZCHGKZTGY&ref=48e6154c-49df-433b-afe3-6a8a869b28bd&srno=b_1254,"Rs. 1,315",,,,Micromax X245
http://www.flipkart.com/lenovo-vibe-z-k910/p/itme5hwgpwn6hcuy?pid=MOBDUY4UH5KXHU3V&primarySection=SELLER_TABLE&ref=48e6154c-49df-433b-afe3-6a8a869b28bd&sellersSortedBy=PRICE&srno=b_1253,"Rs. 20,407",,,,Lenovo Vibe Z K910
http://www.flipkart.com/lenovo-vibe-z-k910/p/itme5hwgpwn6hcuy?pid=MOBDUY4UH5KXHU3V&ref=48e6154c-49df-433b-afe3-6a8a869b28bd&srno=b_1253,"Rs. 20,407",,,,Lenovo Vibe Z K910
http://www.flipkart.com/micromax-x245/p/itme45x8ztgtzhsz?pid=MOBEF2SZCHGKZTGY&primarySection=SELLER_TABLE&ref=48e6154c-49df-433b-afe3-6a8a869b28bd&sellersSortedBy=PRICE&srno=b_1254,"Rs. 1,315",,,,Micromax X245
http://www.flipkart.com/sansui-sa53g/p/itmefjkb2chhzagm?pid=MOBEFJKBZAFQBVCV&ref=48e6154c-49df-433b-afe3-6a8a869b28bd&srno=b_1248,"Rs. 4,090",,,,Sansui SA53G
http://www.flipkart.com/sansui-sa53g/p/itmefjkb2chhzagm?pid=MOBEFJKBZAFQBVCV&primarySection=SELLER_TABLE&ref=48e6154c-49df-433b-afe3-6a8a869b28bd&sellersSortedBy=PRICE&srno=b_1248,"Rs. 4,090",,,,Sansui SA53G
http://www.flipkart.com/jivi-four-sim-big-display/p/itmdzyujhnzvytat?pid=MOBDZYUJH5PFZNZE&ref=48e6154c-49df-433b-afe3-6a8a869b28bd&srno=b_1250,"Rs. 1,399",,,,Jivi Four Sim Big Display
http://www.flipkart.com/forme-sunny-s60/p/itme45wf7pm3qwcu?pid=MOBDUMHX8WTT6NJE&ref=48e6154c-49df-433b-afe3-6a8a869b28bd&srno=b_1247,"Rs. 1,069",,,,Forme Sunny S60
http://www.flipkart.com/zte-grand-x-quad-lite/p/itme3gc2z8gt6rtc?pid=MOBDSVFSSESFS9YR&ref=48e6154c-49df-433b-afe3-6a8a869b28bd&srno=b_1251,"Rs. 6,499",,,,ZTE Grand X Quad Lite
http://www.flipkart.com/intex-jazz/p/itme45ww3wj44qje?pid=MOBDT55SY7BARUMH&ref=48e6154c-49df-433b-afe3-6a8a869b28bd&srno=b_1249,"Rs. 1,249",,,,Intex Jazz
http://www.flipkart.com/karbonn-opium-n9/p/itme3hceymkgdrys?pid=MOBDXVTYF7AQGQJ4&primarySection=SELLER_TABLE&ref=48e6154c-49df-433b-afe3-6a8a869b28bd&sellersSortedBy=PRICE&srno=b_1246,"Rs. 6,949",,,,Karbonn Opium N9
http://www.flipkart.com/maxcell-m310/p/itme2egf29ta8fzd?pid=MOBE2EGFWZPPBC6K&ref=48e6154c-49df-433b-afe3-6a8a869b28bd&srno=b_1245,"Rs. 1,499",,,,Maxcell M310
http://www.flipkart.com/karbonn-opium-n9/p/itme3hceymkgdrys?pid=MOBDXVTYF7AQGQJ4&ref=48e6154c-49df-433b-afe3-6a8a869b28bd&srno=b_1246,"Rs. 6,949",,,,Karbonn Opium N9
