product_url,product_price,product_specs,product_desc,product_tag,product_pmode,product_name
http://www.flipkart.com/micromax-x2820/p/itme4a47hgbuj2nm?pid=MOBE4BHSPB8FB4Q7&ref=419e63b1-a7b4-4ed9-8234-f4e9014bc071&srno=b_588,"Rs. 1,821",,,(Black),,Micromax X2820
http://www.flipkart.com/google-nexus-5/p/itme3m7xxyzzhrnx?pid=MOBDQ9VXUZ938GAP&ref=419e63b1-a7b4-4ed9-8234-f4e9014bc071&srno=b_590,"Rs. 33,900",,,"(Black, with 32 GB)",,Google Nexus 5
http://www.flipkart.com/karbonn-titanium-s5-ultra/p/itme5hvzekmjznn8?pid=MOBEFCUN29T6JZUE&primarySection=SELLER_TABLE&ref=e61a7b65-565b-4a3f-9fdd-3abea8d0083d&sellersSortedBy=PRICE&srno=b_586,"Rs. 6,600",,,(Black),,Karbonn Titanium S5 Ultra
http://www.flipkart.com/karbonn-titanium-s5-ultra/p/itme5hvzekmjznn8?pid=MOBEFCUN29T6JZUE&ref=e61a7b65-565b-4a3f-9fdd-3abea8d0083d&srno=b_586,"Rs. 6,600",,,(Black),,Karbonn Titanium S5 Ultra
http://www.flipkart.com/micromax-x2820/p/itme4a47hgbuj2nm?pid=MOBE4BHSPB8FB4Q7&ref=e61a7b65-565b-4a3f-9fdd-3abea8d0083d&srno=b_582,"Rs. 1,821",,,(Black),,Micromax X2820
http://www.flipkart.com/haier-e718/p/itme3fkzzrkd8eyw?pid=MOBE3FKW24RPZK2E&ref=e61a7b65-565b-4a3f-9fdd-3abea8d0083d&srno=b_585,"Rs. 6,650",,,(Black),,Haier E718
http://www.flipkart.com/samsung-galaxy-note-4/p/itmeyfhgu3ygqwph?pid=MOBEYAW2BT7MFW9Y&primarySection=SELLER_TABLE&ref=e61a7b65-565b-4a3f-9fdd-3abea8d0083d&sellersSortedBy=PRICE&srno=b_583,"Rs. 54,624",,,(Charcoal Black),,Samsung Galaxy Note 4
http://www.flipkart.com/google-nexus-5/p/itme3m7xxyzzhrnx?pid=MOBDQ9VXUZ938GAP&ref=e61a7b65-565b-4a3f-9fdd-3abea8d0083d&srno=b_584,"Rs. 33,900",,,"(Black, with 32 GB)",,Google Nexus 5
http://www.flipkart.com/samsung-galaxy-note-4/p/itmeyfhgu3ygqwph?pid=MOBEYAW2BT7MFW9Y&ref=e61a7b65-565b-4a3f-9fdd-3abea8d0083d&srno=b_583,"Rs. 54,624",,,(Charcoal Black),,Samsung Galaxy Note 4
http://www.flipkart.com/micromax-canvas-blaze-hd-eg116/p/itme5hw9cw7d68e7?pid=MOBDVVQ4KCKNKHAH&ref=e61a7b65-565b-4a3f-9fdd-3abea8d0083d&srno=b_581,"Rs. 8,999",,,(Black),,Micromax Canvas Blaze HD EG116
http://www.flipkart.com/gionee-s96/p/itme45wghu9uhwbg?pid=MOBE2B56TMTBTDKU&primarySection=SELLER_TABLE&ref=e61a7b65-565b-4a3f-9fdd-3abea8d0083d&sellersSortedBy=PRICE&srno=b_578,"Rs. 3,299",,,(Gold),,Gionee S96
http://www.flipkart.com/samsung-galaxy-a5-sm-a500gzkdins/p/itme3xz9zubc9hjg?pid=MOBE3XZ7ZBZ9ADRR&ref=e61a7b65-565b-4a3f-9fdd-3abea8d0083d&srno=b_580,"Rs. 24,500",,,(Midnight Black),,Samsung Galaxy A5 SM-A500GZKDINS
http://www.flipkart.com/samsung-galaxy-a5-sm-a500gzkdins/p/itme3xz9zubc9hjg?pid=MOBE3XZ7ZBZ9ADRR&primarySection=SELLER_TABLE&ref=e61a7b65-565b-4a3f-9fdd-3abea8d0083d&sellersSortedBy=PRICE&srno=b_580,"Rs. 24,500",,,(Midnight Black),,Samsung Galaxy A5 SM-A500GZKDINS
http://www.flipkart.com/google-nexus-5/p/itme5hwfzzeppxtr?pid=MOBDQ9VXYGFHHJB6&primarySection=SELLER_TABLE&ref=e61a7b65-565b-4a3f-9fdd-3abea8d0083d&sellersSortedBy=PRICE&srno=b_579,"Rs. 31,450",,,"(White, with 32 GB)",,Google Nexus 5
http://www.flipkart.com/google-nexus-5/p/itme5hwfzzeppxtr?pid=MOBDQ9VXYGFHHJB6&ref=e61a7b65-565b-4a3f-9fdd-3abea8d0083d&srno=b_579,"Rs. 31,450",,,"(White, with 32 GB)",,Google Nexus 5
http://www.flipkart.com/gionee-s96/p/itme45wghu9uhwbg?pid=MOBE2B56TMTBTDKU&ref=e61a7b65-565b-4a3f-9fdd-3abea8d0083d&srno=b_578,"Rs. 3,299",,,(Gold),,Gionee S96
http://www.flipkart.com/samsung-galaxy-grand-neo-plus/p/itme536hhgqrj3kg?pid=MOBE536H33FEN2MN&primarySection=SELLER_TABLE&ref=e61a7b65-565b-4a3f-9fdd-3abea8d0083d&sellersSortedBy=PRICE&srno=b_577,"Rs. 10,500",,,(White),,Samsung Galaxy Grand Neo Plus
http://www.flipkart.com/forme-s900/p/itme45wg6zqjuwhg?pid=MOBE2HYG7RQGWARH&ref=e61a7b65-565b-4a3f-9fdd-3abea8d0083d&srno=b_576,"Rs. 1,395",,,(Red),,Forme S900
http://www.flipkart.com/forme-heart-candy/p/itme45wd8hrjscgv?pid=MOBE2HYGFNPCTDAR&ref=e61a7b65-565b-4a3f-9fdd-3abea8d0083d&srno=b_575,"Rs. 1,399",,,(Pink),,Forme Heart Candy
http://www.flipkart.com/samsung-galaxy-grand-neo-plus/p/itme536hhgqrj3kg?pid=MOBE536H33FEN2MN&ref=e61a7b65-565b-4a3f-9fdd-3abea8d0083d&srno=b_577,"Rs. 10,500",,,(White),,Samsung Galaxy Grand Neo Plus
http://www.flipkart.com/xolo-q3000/p/itme5hwgenuwmvfa?pid=MOBDRMH4UTFUJQJG&ref=e61a7b65-565b-4a3f-9fdd-3abea8d0083d&srno=b_574,"Rs. 13,999",,,(White),,XOLO Q3000
http://www.flipkart.com/celkon-campus-a35k/p/itme45w6zh4wcffe?pid=MOBDYP63BHJA6UJE&ref=e61a7b65-565b-4a3f-9fdd-3abea8d0083d&srno=b_572,"Rs. 2,979",,,(White),,Celkon Campus A35K
http://www.flipkart.com/vox-dv-20/p/itmdyzcfcgnw5edb?pid=MOBDYZCFQCGGGMGV&ref=e61a7b65-565b-4a3f-9fdd-3abea8d0083d&srno=b_570,"Rs. 2,989",,,(Gold),,Vox DV 20
http://www.flipkart.com/zte-s183/p/itmdtggb8aqzatxq?pid=MOBDTGGA6KGGWDZX&ref=e61a7b65-565b-4a3f-9fdd-3abea8d0083d&srno=b_571,"Rs. 1,299",,,(Black),,ZTE ZTE S183
http://www.flipkart.com/intex-aqua-y2-pro/p/itme3zy4dryayaes?pid=MOBEFKH2HNHXZ33P&ref=e61a7b65-565b-4a3f-9fdd-3abea8d0083d&srno=b_573,"Rs. 4,350",,,(Blue),,Intex Aqua Y2 Pro
http://www.flipkart.com/celkon-campus-a35k/p/itme45w6zh4wcffe?pid=MOBDYP63BHJA6UJE&primarySection=SELLER_TABLE&ref=e61a7b65-565b-4a3f-9fdd-3abea8d0083d&sellersSortedBy=PRICE&srno=b_572,"Rs. 2,979",,,(White),,Celkon Campus A35K
http://www.flipkart.com/iball-andi-5-stallion/p/itme3g94yfrmmrtf?pid=MOBEFCTQYMGCZEDG&ref=e61a7b65-565b-4a3f-9fdd-3abea8d0083d&srno=b_569,"Rs. 6,489",,,(Gold),,iBall Andi 5 Stallion
http://www.flipkart.com/iball-andi-5-stallion/p/itme3g94yfrmmrtf?pid=MOBEFCTQYMGCZEDG&primarySection=SELLER_TABLE&ref=e61a7b65-565b-4a3f-9fdd-3abea8d0083d&sellersSortedBy=PRICE&srno=b_569,"Rs. 6,489",,,(Gold),,iBall Andi 5 Stallion
http://www.flipkart.com/intex-aqua-star-power/p/itme3g9khehgcsgw?pid=MOBEYSNNFBFH9MY2&primarySection=SELLER_TABLE&ref=e61a7b65-565b-4a3f-9fdd-3abea8d0083d&sellersSortedBy=PRICE&srno=b_568,"Rs. 7,777",,,(Black),,Intex Aqua Star Power
http://www.flipkart.com/intex-aqua-star-power/p/itme3g9khehgcsgw?pid=MOBEYSNNFBFH9MY2&ref=e61a7b65-565b-4a3f-9fdd-3abea8d0083d&srno=b_568,"Rs. 7,777",,,(Black),,Intex Aqua Star Power
http://www.flipkart.com/forme-sunny-s60/p/itme45wf7pm3qwcu?pid=MOBDY46YH9YARNHX&ref=9818ed91-231e-4114-88a8-e8763471f01d&srno=b_649,"Rs. 1,092",,,(White & Blue),,Forme Sunny S60
http://www.flipkart.com/forme-energy-d9/p/itme45wdadhe3vcc?pid=MOBDRVNJ2YFDZZC2&ref=9818ed91-231e-4114-88a8-e8763471f01d&srno=b_650,Rs. 787,,,"(Red, Silver)",,Forme Energy D9
http://www.flipkart.com/lava-arc-22/p/itme3m7xqg3gnbxa?pid=MOBDTYXZE3KWHF3J&ref=9818ed91-231e-4114-88a8-e8763471f01d&srno=b_648,"Rs. 1,368",,,(Black),,Lava Arc 22
http://www.flipkart.com/lava-arc-240/p/itme3xv7wgz6y33s?pid=MOBE3XV3NMNTAUW3&ref=9818ed91-231e-4114-88a8-e8763471f01d&srno=b_647,"Rs. 2,499",,,(Black & Blue),,Lava Arc 240
http://www.flipkart.com/htc-desire-310-dual-sim/p/itme5huvzjeszzhz?pid=MOBDURXPEU7HZBQT&ref=9818ed91-231e-4114-88a8-e8763471f01d&srno=b_646,"Rs. 10,399",,,,,HTC Desire 310 Dual Sim
http://www.flipkart.com/vox-kick-k1-dual-sim-smart-phone-4-2-android-white/p/itme3p9asdhgautt?pid=MOBE3P9ARHDAJCHY&ref=9818ed91-231e-4114-88a8-e8763471f01d&srno=b_645,"Rs. 1,999",,,(White),,vox Kick K1 Dual Sim Smart Phone 4.2 Android White
http://www.flipkart.com/micromax-canvas-hd-plus-a190/p/itme5mwhdtyagzeg?pid=MOBDYFZ2CDEHKVQW&primarySection=SELLER_TABLE&ref=9818ed91-231e-4114-88a8-e8763471f01d&sellersSortedBy=PRICE&srno=b_644,"Rs. 10,610",,,(White),,Micromax Canvas HD Plus A190
http://www.flipkart.com/micromax-canvas-xl2-a109/p/itmefmmwg9hqu6q2?pid=MOBEFMMWFZF7DERB&ref=9818ed91-231e-4114-88a8-e8763471f01d&srno=b_643,"Rs. 7,475",,,(Black),,Micromax Canvas XL2 A109
http://www.flipkart.com/micromax-canvas-hd-plus-a190/p/itme5mwhdtyagzeg?pid=MOBDYFZ2CDEHKVQW&ref=9818ed91-231e-4114-88a8-e8763471f01d&srno=b_644,"Rs. 10,610",,,(White),,Micromax Canvas HD Plus A190
http://www.flipkart.com/nokia-x/p/itme5hwpebpctqqg?pid=MOBDU4HEQDUBR9ZF&ref=9818ed91-231e-4114-88a8-e8763471f01d&srno=b_642,"Rs. 6,354",,,(Cyan),,Nokia X
http://www.flipkart.com/forme-discovery/p/itme4b6e4w9hzgq7?pid=MOBE4B6EYYHUBPUD&ref=9818ed91-231e-4114-88a8-e8763471f01d&srno=b_640,"Rs. 1,799",,,(Purple),,Forme Discovery
http://www.flipkart.com/forme-heart-candy/p/itme45wd8hrjscgv?pid=MOBE2HYGMKKHS8BY&ref=9818ed91-231e-4114-88a8-e8763471f01d&srno=b_641,"Rs. 1,397",,,(Blue),,Forme Heart Candy
http://www.flipkart.com/lava-iris-406q/p/itme5kwgzkpbgmcg?pid=MOBDVYZFGE8ZCGU9&ref=9818ed91-231e-4114-88a8-e8763471f01d&srno=b_639,"Rs. 5,399",,,(White),,Lava Iris 406Q
http://www.flipkart.com/lava-iris-406q/p/itme5kwgzkpbgmcg?pid=MOBDVYZFGE8ZCGU9&primarySection=SELLER_TABLE&ref=9818ed91-231e-4114-88a8-e8763471f01d&sellersSortedBy=PRICE&srno=b_639,"Rs. 5,399",,,(White),,Lava Iris 406Q
http://www.flipkart.com/k-a600-bb/p/itmefmrkusf2mw4v?pid=MOBEFMRKW5MHEUYM&ref=9818ed91-231e-4114-88a8-e8763471f01d&srno=b_636,Rs. 715,,,(Black),,A & K A600 BB
http://www.flipkart.com/micromax-canvas-4-plus/p/itme5kwewaggjxxq?pid=MOBEYBX4BGWDQYHS&primarySection=SELLER_TABLE&ref=9818ed91-231e-4114-88a8-e8763471f01d&sellersSortedBy=PRICE&srno=b_638,"Rs. 13,999",,,(White & Gold),,Micromax Canvas 4 Plus
http://www.flipkart.com/micromax-canvas-4-plus/p/itme5kwewaggjxxq?pid=MOBEYBX4BGWDQYHS&ref=9818ed91-231e-4114-88a8-e8763471f01d&srno=b_638,"Rs. 13,999",,,(White & Gold),,Micromax Canvas 4 Plus
http://www.flipkart.com/panasonic-t9/p/itme45xfhbak5ab9?pid=MOBE2JVHR3JUUHZT&ref=9818ed91-231e-4114-88a8-e8763471f01d&srno=b_637,"Rs. 3,099",,,(Blue),,Panasonic T9
http://www.flipkart.com/intex-aqua-r3/p/itme39cjyahtfhsd?pid=MOBE3GFUR3ZZYYQY&primarySection=SELLER_TABLE&ref=9818ed91-231e-4114-88a8-e8763471f01d&sellersSortedBy=PRICE&srno=b_635,"Rs. 2,744",,,(Black),,Intex Aqua R3
http://www.flipkart.com/forme-love-one/p/itme45wdtqnkskcs?pid=MOBDS2HS8VS5XWFT&ref=9818ed91-231e-4114-88a8-e8763471f01d&srno=b_634,Rs. 787,,,(Red),,Forme Love One
http://www.flipkart.com/intex-aqua-r3/p/itme39cjyahtfhsd?pid=MOBE3GFUR3ZZYYQY&ref=9818ed91-231e-4114-88a8-e8763471f01d&srno=b_635,"Rs. 2,744",,,(Black),,Intex Aqua R3
http://www.flipkart.com/spice-6110/p/itmeynagrusquyhh?pid=MOBEYNAGGSZABUW9&ref=36847520-8669-4217-a832-541af4b6c0eb&srno=b_565,"Rs. 2,199",,,(Black),,Spice 6110
http://www.flipkart.com/k-777/p/itme3vvkpkarguvj?pid=MOBE3VVKWKGT2BUM&ref=9818ed91-231e-4114-88a8-e8763471f01d&srno=b_632,"Rs. 1,199",,,(Black),,A & K 777
http://www.flipkart.com/nokia-lumia-930/p/itme5hwzzhytecgz?pid=MOBE3P4JQTKQCU9Z&ref=9818ed91-231e-4114-88a8-e8763471f01d&srno=b_633,"Rs. 29,275",,,(Black),,Nokia Lumia 930
http://www.flipkart.com/microsoft-lumia-532/p/itme4xhgdrxxj7zh?pid=MOBE4EMY6YG5ZCB3&primarySection=SELLER_TABLE&ref=36847520-8669-4217-a832-541af4b6c0eb&sellersSortedBy=PRICE&srno=b_564,"Rs. 6,450",,,(BrightOrange),,Microsoft Lumia 532
http://www.flipkart.com/forme-hope-h1/p/itme45wgqhzbdy4g?pid=MOBDUYDZUDYGR8QG&ref=36847520-8669-4217-a832-541af4b6c0eb&srno=b_563,"Rs. 1,079",,,"(Black, Champagne)",,Forme Hope H1
http://www.flipkart.com/microsoft-lumia-532/p/itme4xhgdrxxj7zh?pid=MOBE4EMY6YG5ZCB3&ref=36847520-8669-4217-a832-541af4b6c0eb&srno=b_564,"Rs. 6,450",,,(BrightOrange),,Microsoft Lumia 532
http://www.flipkart.com/nokia-108/p/itme5hwvqzzq2zfn?pid=MOBDQSJUMNRH4Y9Z&ref=36847520-8669-4217-a832-541af4b6c0eb&srno=b_561,"Rs. 1,776",,,(Cyan),,Nokia 108
http://www.flipkart.com/micromax-canvas-fire-4/p/itme592de8mukqh3?pid=MOBE592DXUSAC9XX&ref=36847520-8669-4217-a832-541af4b6c0eb&srno=b_560,"Rs. 8,329",,,(Cosmic Grey),,Micromax Canvas Fire 4
http://www.flipkart.com/samsung-metro-duos/p/itme45vzykhrjzfm?pid=MOBE2GV2AAHXCHFJ&ref=36847520-8669-4217-a832-541af4b6c0eb&srno=b_559,"Rs. 3,324",,,(Pink),,Samsung Metro Duos
http://www.flipkart.com/xolo-q1100/p/itmdtaghkupgdtvd?pid=MOBDTAGJRQ7JBZGS&ref=36847520-8669-4217-a832-541af4b6c0eb&srno=b_562,"Rs. 6,950",,,(Black),,XOLO Q1100
http://www.flipkart.com/intex-aqua-star-hd-kitkat/p/itme45wvyqcpdmyu?pid=MOBEYSNNHG6W2B2C&primarySection=SELLER_TABLE&ref=36847520-8669-4217-a832-541af4b6c0eb&sellersSortedBy=PRICE&srno=b_558,"Rs. 9,355",,,"(Grey, Champagne)",,Intex Aqua Star HD Kitkat
http://www.flipkart.com/samsung-metro-duos/p/itme45vzykhrjzfm?pid=MOBE2GV2AAHXCHFJ&primarySection=SELLER_TABLE&ref=36847520-8669-4217-a832-541af4b6c0eb&sellersSortedBy=PRICE&srno=b_559,"Rs. 3,324",,,(Pink),,Samsung Metro Duos
http://www.flipkart.com/intex-aqua-3g/p/itme4sffk5jyu7h4?pid=MOBE4SFFPPHQJCRN&ref=36847520-8669-4217-a832-541af4b6c0eb&srno=b_557,"Rs. 3,477",,,(Black),,INTEX Aqua 3G+
http://www.flipkart.com/intex-aqua-star-hd-kitkat/p/itme45wvyqcpdmyu?pid=MOBEYSNNHG6W2B2C&ref=36847520-8669-4217-a832-541af4b6c0eb&srno=b_558,"Rs. 9,355",,,"(Grey, Champagne)",,Intex Aqua Star HD Kitkat
http://www.flipkart.com/intex-aqua-3g/p/itme4sffk5jyu7h4?pid=MOBE4SFFPPHQJCRN&primarySection=SELLER_TABLE&ref=36847520-8669-4217-a832-541af4b6c0eb&sellersSortedBy=PRICE&srno=b_557,"Rs. 3,477",,,(Black),,INTEX Aqua 3G+
http://www.flipkart.com/lava-kkt-27-plus/p/itme3m7x4zbtskrw?pid=MOBEFH9XQYXUX7HF&primarySection=SELLER_TABLE&ref=36847520-8669-4217-a832-541af4b6c0eb&sellersSortedBy=PRICE&srno=b_556,"Rs. 1,598",,,(Silver),,Lava KKT 27 Plus
http://www.flipkart.com/vox-kick-k5/p/itme3gdhr9z6z6h4?pid=MOBDYZCFYQEKREAZ&ref=36847520-8669-4217-a832-541af4b6c0eb&srno=b_553,"Rs. 2,799",,,(White),,Vox kick K5
http://www.flipkart.com/lava-kkt-27-plus/p/itme3m7x4zbtskrw?pid=MOBEFH9XQYXUX7HF&ref=36847520-8669-4217-a832-541af4b6c0eb&srno=b_556,"Rs. 1,598",,,(Silver),,Lava KKT 27 Plus
http://www.flipkart.com/spice-stellar-glide-mi-438/p/itme5kw5jx6jgskn?pid=MOBDV7RXHG2EZYBY&ref=36847520-8669-4217-a832-541af4b6c0eb&srno=b_554,"Rs. 3,422",,,(Silver),,Spice Stellar Glide Mi-438
http://www.flipkart.com/sony-xperia-e/p/itme5hwchz6ykwty?pid=MOBDGZKFPZRCGZKC&ref=36847520-8669-4217-a832-541af4b6c0eb&srno=b_555,"Rs. 7,600",,,(Black),,Sony Xperia E
http://www.flipkart.com/gionee-marathon/p/itme36efkf5jmh3c?pid=MOBE36EFGSDQPP6D&ref=36847520-8669-4217-a832-541af4b6c0eb&srno=b_552,"Rs. 11,873",,,(White),,Gionee Marathon
http://www.flipkart.com/micromax-x253/p/itmdvum4mkfshpac?pid=MOBDVUHWPGDTFXT5&primarySection=SELLER_TABLE&ref=36847520-8669-4217-a832-541af4b6c0eb&sellersSortedBy=PRICE&srno=b_549,"Rs. 1,358",,,(Black),,Micromax X253
http://www.flipkart.com/micromax-x253/p/itmdvum4mkfshpac?pid=MOBDVUHWPGDTFXT5&ref=36847520-8669-4217-a832-541af4b6c0eb&srno=b_549,"Rs. 1,358",,,(Black),,Micromax X253
http://www.flipkart.com/blackberry-bold-9790/p/itme5hwerpszj8jf?pid=MOBD444TC2FZFA4H&ref=36847520-8669-4217-a832-541af4b6c0eb&srno=b_550,"Rs. 10,000",,,(Black),,BlackBerry Bold 9790
http://www.flipkart.com/google-nexus-5/p/itmefwjz5azprgjm?pid=MOBDQ9VXXXX6NF8V&ref=36847520-8669-4217-a832-541af4b6c0eb&srno=b_551,"Rs. 27,900",,,"(White, with 16 GB)",,Google Nexus 5
http://www.flipkart.com/reliance-d286-gsm-cdma-unlocked/p/itme45ycphcsv94n?pid=MOBE45YCKUMCHUHM&ref=36847520-8669-4217-a832-541af4b6c0eb&srno=b_548,"Rs. 2,299",,,(White),,Reliance D286 GSM & CDMA Unlocked
http://www.flipkart.com/google-nexus-5/p/itmefwjz5azprgjm?pid=MOBDQ9VXXXX6NF8V&primarySection=SELLER_TABLE&ref=36847520-8669-4217-a832-541af4b6c0eb&sellersSortedBy=PRICE&srno=b_551,"Rs. 27,900",,,"(White, with 16 GB)",,Google Nexus 5
http://www.flipkart.com/intex-aqua-y2/p/itmdxu9dyq6ywt37?pid=MOBDXU9D3ZDXZYJG&ref=36847520-8669-4217-a832-541af4b6c0eb&srno=b_547,"Rs. 4,566",,,(Blue),,Intex Aqua Y2
http://www.flipkart.com/karbonn-a1-plus-super/p/itme5hw2fuy3rngn?pid=MOBDYFURH5K3NVFN&ref=5592f47c-8d13-4576-9221-c421924e5915&srno=b_543,"Rs. 2,749",,,(White),,Karbonn A1 Plus Super
http://www.flipkart.com/intex-aqua-y2/p/itmdxu9dyq6ywt37?pid=MOBDXU9D3ZDXZYJG&primarySection=SELLER_TABLE&ref=36847520-8669-4217-a832-541af4b6c0eb&sellersSortedBy=PRICE&srno=b_547,"Rs. 4,566",,,(Blue),,Intex Aqua Y2
http://www.flipkart.com/karbonn-a1-plus-super/p/itme5hw2fuy3rngn?pid=MOBDYFURH5K3NVFN&primarySection=SELLER_TABLE&ref=5592f47c-8d13-4576-9221-c421924e5915&sellersSortedBy=PRICE&srno=b_543,"Rs. 2,749",,,(White),,Karbonn A1 Plus Super
http://www.flipkart.com/micromax-gc232/p/itmdunhxf4stqtsv?pid=MOBDUNHXZAYFCUZQ&ref=5592f47c-8d13-4576-9221-c421924e5915&srno=b_544,"Rs. 2,420",,,"(Black, Silver)",,Micromax GC232
http://www.flipkart.com/haier-c380/p/itme45wgyvmctc3a?pid=MOBDTX2BKFFPNU7Q&ref=5592f47c-8d13-4576-9221-c421924e5915&srno=b_542,"Rs. 1,199",,,(White),,Haier C380
http://www.flipkart.com/karbonn-titanium-s1-plus/p/itme5hwuhmahtkbx?pid=MOBDVNXZZUSZ8GBF&ref=5592f47c-8d13-4576-9221-c421924e5915&srno=b_541,"Rs. 4,290",,,(Black),,Karbonn Titanium S1 Plus
http://www.flipkart.com/lg-a390/p/itmdnvyt852yh4h9?pid=MOBDNGR9FTGQZHZE&ref=5592f47c-8d13-4576-9221-c421924e5915&srno=b_540,"Rs. 3,690",,,(Silver),,LG A390
http://www.flipkart.com/lg-a390/p/itmdnvyt852yh4h9?pid=MOBDNGR9FTGQZHZE&primarySection=SELLER_TABLE&ref=5592f47c-8d13-4576-9221-c421924e5915&sellersSortedBy=PRICE&srno=b_540,"Rs. 3,690",,,(Silver),,LG A390
http://www.flipkart.com/haier-c380/p/itme45wgyvmctc3a?pid=MOBDTX2BKFFPNU7Q&primarySection=SELLER_TABLE&ref=5592f47c-8d13-4576-9221-c421924e5915&sellersSortedBy=PRICE&srno=b_542,"Rs. 1,199",,,(White),,Haier C380
http://www.flipkart.com/sony-xperia-e/p/itme5hwchz6ykwty?pid=MOBDGZKFHP6FCKAC&primarySection=SELLER_TABLE&ref=5592f47c-8d13-4576-9221-c421924e5915&sellersSortedBy=PRICE&srno=b_539,"Rs. 5,948",,,(White),,Sony Xperia E
http://www.flipkart.com/sony-xperia-e/p/itme5hwchz6ykwty?pid=MOBDGZKFHP6FCKAC&ref=5592f47c-8d13-4576-9221-c421924e5915&srno=b_539,"Rs. 5,948",,,(White),,Sony Xperia E
http://www.flipkart.com/lava-arc-24/p/itmefyx3azenspsb?pid=MOBEFYX37PHRAYJR&ref=5592f47c-8d13-4576-9221-c421924e5915&srno=b_538,"Rs. 1,100",,,(Red),,Lava Arc 24
http://www.flipkart.com/iball-andi-4-5m-enigma/p/itme45swzfhsczga?pid=MOBDZS2SEGSJ6MZX&ref=5592f47c-8d13-4576-9221-c421924e5915&srno=b_535,"Rs. 7,535",,,(Special Wine),,iBall Andi 4.5M Enigma
http://www.flipkart.com/micromax-canvas-4-a210/p/itme5hvmr2m4f3qr?pid=MOBDMT9ZREEUCXGA&ref=5592f47c-8d13-4576-9221-c421924e5915&srno=b_537,"Rs. 9,499",,,(White),,Micromax Canvas 4 A210
http://www.flipkart.com/bq-s37/p/itmefrbrhdzpgwnt?pid=MOBEFRBRDDEHKNGB&ref=5592f47c-8d13-4576-9221-c421924e5915&srno=b_534,"Rs. 3,149",,,(Black),,BQ S37
http://www.flipkart.com/karbonn-titanium-octane-plus/p/itme5hvgkzgasbcz?pid=MOBEY2P7X46ERGYV&primarySection=SELLER_TABLE&ref=5592f47c-8d13-4576-9221-c421924e5915&sellersSortedBy=PRICE&srno=b_536,"Rs. 11,000",,,(White),,Karbonn Titanium Octane Plus
http://www.flipkart.com/karbonn-titanium-octane-plus/p/itme5hvgkzgasbcz?pid=MOBEY2P7X46ERGYV&ref=5592f47c-8d13-4576-9221-c421924e5915&srno=b_536,"Rs. 11,000",,,(White),,Karbonn Titanium Octane Plus
http://www.flipkart.com/micromax-canvas-elanza-2-a121/p/itme5kwhhagu3nns?pid=MOBDW5YZDUACA9P7&ref=5592f47c-8d13-4576-9221-c421924e5915&srno=b_533,"Rs. 11,500",,,(Black),,Micromax Canvas Elanza 2 A121
http://www.flipkart.com/lava-spark-245e/p/itmdyabfyhtstugv?pid=MOBDYABCDZCQHDDY&ref=5592f47c-8d13-4576-9221-c421924e5915&srno=b_532,"Rs. 2,499",,,(Black & Grey),,Lava Spark 245e
http://www.flipkart.com/sony-xperia-e3/p/itme3hbv59rdzc5z?pid=MOBDZUAKFJDZFDAC&ref=5592f47c-8d13-4576-9221-c421924e5915&srno=b_531,"Rs. 9,490",,,(White),,Sony Xperia E3
http://www.flipkart.com/sony-xperia-e3/p/itme3hbv59rdzc5z?pid=MOBDZUAKFJDZFDAC&primarySection=SELLER_TABLE&ref=5592f47c-8d13-4576-9221-c421924e5915&sellersSortedBy=PRICE&srno=b_531,"Rs. 9,490",,,(White),,Sony Xperia E3
http://www.flipkart.com/nokia-xl/p/itme5hvxs4dtm6ds?pid=MOBDWCUWEEGRDWTE&ref=5592f47c-8d13-4576-9221-c421924e5915&srno=b_527,"Rs. 8,785",,,(Bright Orange),,Nokia XL
http://www.flipkart.com/samsung-galaxy-s5/p/itmdzkkpqdeftxjh?pid=MOBDWA2DHSPRJPD9&ref=5592f47c-8d13-4576-9221-c421924e5915&srno=b_528,"Rs. 28,999",,,(Electric Blue),,Samsung Galaxy S5
http://www.flipkart.com/htc-one-e8/p/itme5hvgzzuqdycz?pid=MOBDYHNYK3XCYDTP&ref=5592f47c-8d13-4576-9221-c421924e5915&srno=b_530,"Rs. 32,249",,,(Dark Grey),,HTC One E8
http://www.flipkart.com/nokia-xl/p/itme5hvxs4dtm6ds?pid=MOBDWCUWEEGRDWTE&primarySection=SELLER_TABLE&ref=5592f47c-8d13-4576-9221-c421924e5915&sellersSortedBy=PRICE&srno=b_527,"Rs. 8,785",,,(Bright Orange),,Nokia XL
http://www.flipkart.com/micromax-unite-2-a106-4-gb-rom/p/itme3h6wqfhguqam?pid=MOBDWERG4UFMFZXW&primarySection=SELLER_TABLE&ref=5592f47c-8d13-4576-9221-c421924e5915&sellersSortedBy=PRICE&srno=b_526,"Rs. 6,539",,,(Grey),,Micromax Unite 2 A106 with 4 GB ROM
http://www.flipkart.com/google-nexus-5/p/itme5hwfzzeppxtr?pid=MOBDUK7MT4TEVKUS&ref=5592f47c-8d13-4576-9221-c421924e5915&srno=b_529,"Rs. 29,348",,,"(Red, with 32 GB)",,Google Nexus 5
http://www.flipkart.com/micromax-unite-2-a106-4-gb-rom/p/itme3h6wqfhguqam?pid=MOBDWERG4UFMFZXW&ref=5592f47c-8d13-4576-9221-c421924e5915&srno=b_526,"Rs. 6,539",,,(Grey),,Micromax Unite 2 A106 with 4 GB ROM
